0, 0.000000, 0.000000, 0.000000 
1, 3.600000, 3.300000, 1.000000 
2, 0.000000, 0.000000, 0.870000 
3, 0.000000, 0.000000, 1.783000 
4, 0.000000, 1.894700, 2.604700 
5, 0.000000, 4.131350, 3.154760 
6, 0.000000, 4.681357, 3.426149 
7, 0.000000, 4.817032, 3.615398 
8, 0.000000, 4.826487, 3.762690 
9, 0.000000, 4.448698, 3.712358 
10, 1.109141, 4.608318, 3.896253 
11, 0.579032, 4.184945, 3.840539 
12, 1.016474, 4.279708, 3.942690 
13, 0.691851, 3.957307, 3.870273 
14, 1.062916, 4.178516, 4.018330 
15, 0.661030, 3.824943, 3.924808 
16, 1.088420, 4.089199, 4.083730 
17, 0.324631, 3.647582, 4.019162 
18, 1.294397, 4.119188, 4.220024 
19, 0.000000, 3.287157, 4.061895 
20, 1.321419, 4.090632, 4.326990 
21, 0.451794, 3.701954, 4.248082 
22, 1.155984, 4.013334, 4.384703 
23, 0.000000, 3.243654, 4.249771 
24, 1.309653, 4.036353, 4.500429 
25, 0.416661, 3.592946, 4.384029 
26, 1.193967, 3.979221, 4.544666 
27, 0.000000, 3.117497, 4.375559 
28, 1.215163, 3.953280, 4.626254 
29, 0.613392, 3.663339, 4.545306 
30, 0.906445, 3.799595, 4.633095 
31, 0.081207, 3.281593, 4.535048 
32, 1.426753, 3.922198, 4.745263 
33, 0.000000, 3.138416, 4.578051 
34, 1.273778, 3.904486, 4.806404 
35, 0.393137, 3.411113, 4.644895 
36, 1.187502, 3.816433, 4.799980 
37, 0.000000, 3.026471, 4.674255 
38, 1.138587, 3.855999, 4.904182 
39, 0.532238, 3.405775, 4.724849 
40, 1.095683, 3.730510, 4.858563 
41, 0.000000, 3.087417, 4.790397 
42, 1.160865, 3.781913, 4.966241 
43, 0.550597, 3.383776, 4.806828 
44, 1.047222, 3.682849, 4.932708 
45, 0.000000, 3.018713, 4.831059 
46, 1.234569, 3.789185, 5.046082 
47, 0.435094, 3.255965, 4.831370 
48, 1.124327, 3.639691, 4.979127 
49, 0.000000, 3.003767, 4.934325 
50, 1.022290, 3.629016, 5.054172 
51, 0.708064, 3.485602, 4.999827 
52, 0.891302, 3.542969, 5.016278 
53, 0.046538, 3.125108, 4.967154 
54, 1.360145, 3.686830, 5.120128 
55, 0.000000, 2.990130, 4.932405 
56, 1.365542, 3.693328, 5.140151 
57, 0.000000, 3.049196, 4.978637 
58, 1.375376, 3.711735, 5.175853 
59, 0.000000, 2.961414, 4.959992 
60, 1.348467, 3.660930, 5.167851 
61, 0.000000, 3.074836, 5.040962 
62, 1.349210, 3.686538, 5.213344 
63, 0.000000, 2.961806, 4.987607 
64, 1.405566, 3.636480, 5.192666 
65, 0.000000, 2.990842, 5.079070 
66, 1.177539, 3.607584, 5.224002 
67, 0.543086, 3.250185, 5.075427 
68, 0.898862, 3.491455, 5.188557 
69, 0.068692, 2.977315, 5.059053 
70, 1.384441, 3.620311, 5.248547 
71, 0.000000, 2.858449, 5.076493 
72, 1.184892, 3.633200, 5.282999 
73, 0.474452, 3.173492, 5.088990 
74, 0.994889, 3.485593, 5.215297 
75, 0.000000, 2.947049, 5.134795 
76, 1.276082, 3.619361, 5.306995 
77, 0.213223, 3.020619, 5.090387 
78, 1.270923, 3.554441, 5.257964 
79, 0.000000, 2.858827, 5.155116 
80, 1.055639, 3.562181, 5.310776 
81, 0.578470, 3.227233, 5.159653 
82, 1.025547, 3.512080, 5.263117 
83, 0.000000, 2.818645, 5.128924 
84, 1.190157, 3.595648, 5.334167 
85, 0.431363, 3.131360, 5.144962 
86, 1.116452, 3.510460, 5.274193 
87, 0.000000, 2.750429, 5.160883 
88, 1.022579, 3.601449, 5.369752 
89, 0.501675, 3.109772, 5.140546 
90, 1.082210, 3.463141, 5.265347 
91, 0.000000, 3.002154, 5.249554 
92, 1.082385, 3.386273, 5.276151 
93, 0.767437, 3.426947, 5.301670 
94, 0.456116, 3.082695, 5.167910 
95, 1.086842, 3.463310, 5.297238 
96, 0.000000, 2.770760, 5.192686 
97, 1.091355, 3.587571, 5.393130 
98, 0.476676, 3.080763, 5.158725 
99, 1.097506, 3.451905, 5.287109 
